,mean,median,std,duration
mean,1.0,0.6415307356107269,0.06152095840786249,0.4751214929411806
median,0.6415307356107269,1.0,-0.4680015832521645,0.25552616115976756
std,0.06152095840786249,-0.4680015832521645,1.0,-0.001420091189079564
duration,0.4751214929411806,0.25552616115976756,-0.001420091189079564,1.0
