,mean,median,std,duration
mean,1.0,-0.39568197115641696,0.6548132472584097,0.19208781124460478
median,-0.39568197115641696,1.0,-0.5508400719499353,-0.2472639148229227
std,0.6548132472584097,-0.5508400719499353,1.0,0.06930943424451895
duration,0.19208781124460478,-0.2472639148229227,0.06930943424451895,1.0
