dataset,competence,distance,mean,median,std,cv,duration
student_marks,knn,Braycurtis,1.9803232054499813,1.4205012660661025,1.561600769202698,78.85585367605998,11.065437078475952
student_marks,cluster,Braycurtis,2.021514757194964,1.455144783389982,1.6093463679917115,79.61091366084445,8.961199760437012
student_marks,output_profiles,Braycurtis,2.242968095619401,1.5894198641057655,1.6930929708521654,75.48448745922146,10.118295192718506
student_marks,knn,Canberra,2.043744573829808,1.5473321073335262,1.4697127158549654,71.91273971682507,10.277247190475464
student_marks,cluster,Canberra,1.9657661777399351,1.351191136448675,1.6117434168973142,81.99059660037263,9.059382200241089
student_marks,output_profiles,Canberra,2.3202088845751714,1.73548909796559,1.5847315657242853,68.30124547232084,10.221306562423706
student_marks,knn,Chebyshev,1.9184212397000568,1.222872768163389,1.631242850781486,85.03048324446873,9.912516355514526
student_marks,cluster,Chebyshev,2.0104054052665754,1.4732734557121594,1.4851078461325329,73.87106313194629,8.865623712539673
student_marks,output_profiles,Chebyshev,2.260234052609358,1.6246551730177206,1.6838383491594398,74.49840635820479,10.003643035888672
student_marks,knn,Cityblock,1.854661017627348,1.3577726336010478,1.3613434482619975,73.40120029068996,9.9505717754364
student_marks,cluster,Cityblock,2.026621189931552,1.5165626330104174,1.4809831864326326,73.07646805383754,8.921907186508179
student_marks,output_profiles,Cityblock,2.2245547854328374,1.6080996424483835,1.6032190959034731,72.06921161941762,10.036147117614746
student_marks,knn,Cosine,2.975732224628244,2.4675865990224475,1.734354215904067,58.28327567749274,10.10684847831726
student_marks,cluster,Cosine,2.148991984210931,1.755447499912742,1.6847195740295764,78.39580540120876,9.090623140335085
student_marks,output_profiles,Cosine,2.737431525875247,2.154278317291296,1.5220036430059254,55.599697330120094,10.167072296142578
student_marks,knn,Euclidean,1.9255608286123285,1.3096292981627342,1.4657633665070495,76.121374340761,10.002467393875122
student_marks,cluster,Euclidean,2.017345201381255,1.5245773192549614,1.631565996827523,80.87688689622414,9.256588697433472
student_marks,output_profiles,Euclidean,2.287732433364676,1.7275697717973215,1.712127021100032,74.83947843419459,10.197921752929688
student_marks,knn,Minkowski,1.910487769976208,1.355401240758981,1.5302940207487474,80.09965019392953,10.014183044433594
student_marks,cluster,Minkowski,1.9623458155381408,1.346433389320035,1.5457209937400669,78.76904170003175,9.2340247631073
student_marks,output_profiles,Minkowski,2.214982060867777,1.51852343331206,1.6661575274217488,75.22216801922936,10.265243530273438
student_marks,knn,Sqeuclidean,1.882735951748117,1.2811653538386292,1.5649285528944252,83.11991660016858,9.981308460235596
student_marks,cluster,Sqeuclidean,2.079231632801548,1.5150060414369448,1.5627487661125037,75.15991683941738,9.33542251586914
student_marks,output_profiles,Sqeuclidean,2.0113331130228707,1.3563651436421984,1.6138861987481448,80.23962755341927,10.464746713638306
