dataset,competence,distance,mean,median,std,cv,duration
stock,knn,Braycurtis,1.85204084025528,0.6502353060583096,2.883650257996938,155.70122403993344,144.03441762924194
stock,cluster,Braycurtis,1.935431948285662,0.7843049114114062,2.9812963820080056,154.03777873196387,214.1028606891632
stock,output_profiles,Braycurtis,2.1433405092401565,0.936101028188857,3.3243882402769485,155.10313111449986,168.30104994773865
stock,knn,Canberra,1.856481365822928,0.6485625662092791,2.9523341945318378,159.02848522388206,195.61220121383667
stock,cluster,Canberra,2.0287495155525006,0.8633374106336105,3.117976797620728,153.68958926265432,218.5816006660461
stock,output_profiles,Canberra,2.123205455122439,0.8514103672516748,3.2803071442313434,154.49786719025636,186.95469570159912
stock,knn,Chebyshev,1.8125708838552108,0.6710761353653285,2.826164623621314,155.92022628159293,121.04096293449402
stock,cluster,Chebyshev,1.9247425942125065,0.8463121407985073,2.887782749400837,150.03475052113927,226.3810477256775
stock,output_profiles,Chebyshev,2.0820916994353937,0.8418715331738029,3.199536988220612,153.66935995605948,184.3414330482483
stock,knn,Cityblock,1.8763771943524008,0.675582028023041,2.954019315409109,157.43206239663544,120.3626832962036
stock,cluster,Cityblock,1.8988513126634257,0.7558326773406279,2.872751828728657,151.28892976349945,208.86796641349792
stock,output_profiles,Cityblock,2.062473494823275,0.7833324348758088,3.1467430727786283,152.57132179767768,169.04550218582153
stock,knn,Cosine,1.7486992695645491,0.5827116384744915,2.7625304961541888,157.97630525928554,153.18093609809875
stock,cluster,Cosine,1.8113348731923973,0.7351873763061987,2.880486934849527,159.02564332418532,213.3630781173706
stock,output_profiles,Cosine,2.0053468136307857,0.7501544282870658,3.1210503782681926,155.63643939560595,189.7854216098785
stock,knn,Euclidean,1.8312401323451977,0.6519675755252603,2.853051739054683,155.79888670312675,130.44477653503418
stock,cluster,Euclidean,1.938860352831676,0.8049513893494094,2.8878863047040824,148.9476176294166,212.7595694065094
stock,output_profiles,Euclidean,2.0622095472425794,0.784295107842925,3.2001635937872503,155.1813004680466,170.3259882926941
stock,knn,Minkowski,1.894812995774459,0.6955321573307758,3.0531114515802256,161.12996155234518,127.56020784378052
stock,cluster,Minkowski,1.9186217925623683,0.8226067999640205,2.7779291501143293,144.78774091293596,217.5777354240417
stock,output_profiles,Minkowski,2.113188649949403,0.8698118806546858,3.266499522104988,154.5768061068849,172.182386636734
stock,knn,Sqeuclidean,1.85265078253032,0.6820569142796582,2.953657506986619,159.4287242279175,126.6223485469818
stock,cluster,Sqeuclidean,1.8598150441629588,0.7047289157200763,2.780801707536029,149.5203362433051,210.59855103492737
stock,output_profiles,Sqeuclidean,2.0181530444722027,0.7495571924209256,3.256879576630649,161.3792167819663,155.21823716163635
