,mean,median,std,duration
mean,1.0,0.8535795926476579,0.7185485627828961,-0.04273474225192714
median,0.8535795926476579,1.0,0.6178931623969686,-0.17386967625066171
std,0.7185485627828961,0.6178931623969686,1.0,-0.04425420272902947
duration,-0.04273474225192714,-0.17386967625066171,-0.04425420272902947,1.0
