,mean,median,std,duration
mean,1.0,0.9672141771151617,0.4764419864729242,0.2348800433698995
median,0.9672141771151617,1.0,0.3988454052308606,0.13726330288756114
std,0.4764419864729242,0.3988454052308606,1.0,0.09740689100883099
duration,0.2348800433698995,0.13726330288756114,0.09740689100883099,1.0
