dataset,competence,distance,mean,median,std,cv,duration
wine_quality_red,knn,Braycurtis,0.3188761371566143,0.3215824579846323,0.0457987494551061,14.36255151090605,308.3640835285187
wine_quality_red,cluster,Braycurtis,0.3227919669608231,0.3142509143753988,0.0450250329426845,13.948622503406108,514.5949041843414
wine_quality_red,output_profiles,Braycurtis,0.3225458759696451,0.3216571476768746,0.0444490917563569,13.780703790657068,354.1200244426728
wine_quality_red,knn,Canberra,0.3208080792616296,0.319640949276086,0.0499686462819292,15.575869035760222,538.6212899684906
wine_quality_red,cluster,Canberra,0.3227302725625078,0.3235410148227816,0.0463861122779049,14.373027949809297,524.4151034355164
wine_quality_red,output_profiles,Canberra,0.3254670730249633,0.3289268025746905,0.0454978762432085,13.979256279396,412.5807147026062
wine_quality_red,knn,Chebyshev,0.3231778051285445,0.3198399957766044,0.0475921682061741,14.726310857654424,234.0027956962585
wine_quality_red,cluster,Chebyshev,0.3231299837772106,0.3259781484105436,0.0434324372852016,13.441165928800697,514.5365409851074
wine_quality_red,output_profiles,Chebyshev,0.3173801141433949,0.3154651735656318,0.0473716101063297,14.925828051384125,361.5227160453797
wine_quality_red,knn,Cityblock,0.3160347139695276,0.3186219622861124,0.0427303331581649,13.520772013129244,240.11657881736755
wine_quality_red,cluster,Cityblock,0.3261014203299002,0.3216984123344623,0.0457526847612827,14.030201007710142,518.0136342048645
wine_quality_red,output_profiles,Cityblock,0.321926548219495,0.3218650385607132,0.0446371426604788,13.865629569029656,332.3674907684326
wine_quality_red,knn,Cosine,0.3163871585833178,0.3113767454399143,0.0437949708012603,13.842208703210462,350.86921215057373
wine_quality_red,cluster,Cosine,0.3210319670338009,0.320533733276263,0.0442509742882105,13.783977557459696,525.2422609329224
wine_quality_red,output_profiles,Cosine,0.3230361258535503,0.3226934641326728,0.0472626540629156,14.630764264533788,376.6530916690826
wine_quality_red,knn,Euclidean,0.3208027771745863,0.3167274016495742,0.0454078151201286,14.154433300125996,279.61632800102234
wine_quality_red,cluster,Euclidean,0.3214791823375809,0.3158980610700282,0.0442510499736952,13.764825968490811,515.2071347236633
wine_quality_red,output_profiles,Euclidean,0.3215772816575948,0.3176926418604693,0.0482926285725559,15.01742546103626,349.02363300323486
wine_quality_red,knn,Minkowski,0.31512093988444,0.3113958341062,0.0436401541601525,13.848700177194218,277.94357109069824
wine_quality_red,cluster,Minkowski,0.3282516289912022,0.3312746573265104,0.0460634446539941,14.032967572943493,512.4392712116241
wine_quality_red,output_profiles,Minkowski,0.3247141828093468,0.3190767127996514,0.0440004764437614,13.55052497648246,356.3488044738769
wine_quality_red,knn,Sqeuclidean,0.3177649123583034,0.3181498349916636,0.0455277547057548,14.327495873559174,248.2720296382904
wine_quality_red,cluster,Sqeuclidean,0.3258475148992423,0.3283780395557535,0.046317532351293,14.214480771969452,508.57145285606384
wine_quality_red,output_profiles,Sqeuclidean,0.3208837192302262,0.3232754634114874,0.0443690017172884,13.827127728301711,347.39570927619934
