dataset,competence,distance,mean,median,std,cv,duration
abalone,knn,Braycurtis,5.27654246259582,5.310818425599663,0.7462764737872949,14.14328566627626,1721.8731064796448
abalone,cluster,Braycurtis,5.323141524662844,5.27041167180978,0.7070265696804457,13.28212985517471,3540.1293561458588
abalone,output_profiles,Braycurtis,5.310610470880956,5.379574835304049,0.7236239970510067,13.62600403510611,2197.255618095398
abalone,knn,Canberra,5.322667322275793,5.335279379909078,0.691534910466037,12.992262499140375,4314.841327905655
abalone,cluster,Canberra,5.289344202496858,5.229032791974939,0.7157766670823886,13.532427455647586,3576.1017010211945
abalone,output_profiles,Canberra,5.291419801208685,5.185832931027494,0.7256096277195335,13.712947658278544,2746.5842111110687
abalone,knn,Chebyshev,5.29285098861409,5.338328325930913,0.665887315532068,12.580881588476908,1124.3352596759796
abalone,cluster,Chebyshev,5.2863330147630085,5.228186494752904,0.7159000882829427,13.542470485375526,3515.826704025269
abalone,output_profiles,Chebyshev,5.518398451053399,5.491928309502328,0.7600833961744108,13.773622961736653,2173.904571533203
abalone,knn,Cityblock,5.281180897324953,5.261045503532687,0.7111637627564277,13.465998923018324,1173.800889492035
abalone,cluster,Cityblock,5.28868863049506,5.334503853058525,0.7031551525806978,13.295453782743822,3542.469870567322
abalone,output_profiles,Cityblock,5.324955870694593,5.266952043352786,0.7360228407165872,13.822139724522817,2081.761244535446
abalone,knn,Cosine,5.298249558607023,5.245543629686374,0.6808834487522921,12.851101882247027,4678.378355264664
abalone,cluster,Cosine,5.336722155241307,5.277468161754936,0.7347969774193999,13.768694641480264,3600.452052593231
abalone,output_profiles,Cosine,5.656949079800006,5.600011930512297,0.7905455424136953,13.97476857687473,2893.227696180344
abalone,knn,Euclidean,5.273698916290217,5.186297448905764,0.681186465603779,12.91667340923891,1547.2271237373352
abalone,cluster,Euclidean,5.267768062524824,5.234625866557055,0.6961070238225522,13.214458487166391,3549.415446996689
abalone,output_profiles,Euclidean,5.377151640225664,5.38348260520937,0.7090737558090079,13.186791135004144,2168.3440220355988
abalone,knn,Minkowski,5.316533773202321,5.2718626411508165,0.673978044424285,12.67701990009792,1531.8167655467987
abalone,cluster,Minkowski,5.3010520147761415,5.194507260800112,0.6874980720559154,12.969087459236103,3546.957846879959
abalone,output_profiles,Minkowski,5.414139654007251,5.310141418400562,0.7353820734146371,13.582621070188823,2165.8853766918182
abalone,knn,Sqeuclidean,5.2974273391080136,5.305661546070135,0.6828335575425453,12.88990889033169,1325.3317601680756
abalone,cluster,Sqeuclidean,5.293435275113216,5.243517125426751,0.6797248525220185,12.840902310031185,3539.3875868320465
abalone,output_profiles,Sqeuclidean,5.362063079235875,5.382425149170608,0.7303011387276427,13.619778953285175,2146.4223046302795
