dataset,competence,distance,mean,median,std,cv,fit_time,predict_time,duration
concrete,knn,Braycurtis,1548.6946225160063,1591.8856668289727,513.4095508412861,33.15111600292134,2.4846482276916504,156.50840258598328,159.00506949424744
concrete,cluster,Braycurtis,1532.5649864476459,1523.3343350241926,474.19017577734417,30.940950626601243,2.4687445163726807,259.5889503955841,262.06892490386963
concrete,output_profiles,Braycurtis,1513.551643362677,1505.2964924065327,489.94141125347016,32.37031345458164,2.300265073776245,187.56851530075073,189.88189554214478
concrete,knn,Canberra,1580.2921707698974,1621.503583473871,469.1641179708181,29.688441583700786,2.222820997238159,227.94150066375732,230.17396712303162
concrete,cluster,Canberra,1561.0087763811384,1537.9384773490883,504.69286652564887,32.33119980886144,2.2106316089630127,242.4262194633484,244.64678406715393
concrete,output_profiles,Canberra,1550.114311364804,1522.7089486296427,529.0615672644244,34.130487241202886,2.1281914710998535,197.89903712272644,200.04119682312012
concrete,knn,Chebyshev,1557.9498997420567,1607.9611143753518,457.4756772163345,29.36395305728874,2.2309329509735107,123.33760380744934,125.57988595962524
concrete,cluster,Chebyshev,1522.1924760630177,1479.9529725880802,499.7743136347514,32.83253080631185,2.161712884902954,229.50981783866882,231.68099784851074
concrete,output_profiles,Chebyshev,1561.386497861968,1498.9170888578878,520.0385297139054,33.306201278543305,2.0338339805603027,180.072895526886,182.12028288841248
concrete,knn,Cityblock,1540.5571893511656,1659.6651010056212,481.8076148585454,31.274893148333405,2.072396993637085,124.15472102165222,126.23653960227966
concrete,cluster,Cityblock,1507.4154524064504,1593.8887417170727,469.2426058413624,31.128950223527273,2.1177237033843994,226.84038186073303,228.9677484035492
concrete,output_profiles,Cityblock,1530.0594120963901,1558.0458244977306,497.3816380856063,32.50734148970892,2.125214099884033,169.537415266037,171.6763105392456
concrete,knn,Cosine,1534.5583748970346,1606.2883793394853,487.7528996638989,31.784577741894378,2.087620496749878,160.8220055103302,162.9191553592682
concrete,cluster,Cosine,1505.2040815036767,1575.922198964855,490.60427288088454,32.593870752116096,2.1013591289520264,231.02991199493408,233.14087462425232
concrete,output_profiles,Cosine,1516.002027866094,1638.6905718030002,479.22348467871365,31.611005517800184,2.1218817234039307,185.6317958831787,187.76758885383606
concrete,knn,Euclidean,1547.8884696886885,1645.5807675401147,488.5928451880148,31.565119500262227,2.150881767272949,136.4457504749298,138.60590958595276
concrete,cluster,Euclidean,1501.096099555773,1518.124718102904,503.0672122756139,33.513324858048,2.128373861312866,223.5586040019989,225.69657135009766
concrete,output_profiles,Euclidean,1557.779246710588,1616.8299211639696,502.5063671963497,32.2578676187556,2.0641984939575195,177.02514743804932,179.10313749313354
concrete,knn,Minkowski,1523.303549577422,1600.3345245384078,473.1295450341255,31.059439542786848,2.149733543395996,135.5405478477478,137.69967031478882
concrete,cluster,Minkowski,1567.7430160497022,1582.0008414259767,487.1277460423797,31.07191300203096,2.0454254150390625,224.98955941200256,227.04402112960815
concrete,output_profiles,Minkowski,1506.7731675227328,1464.8087046018104,510.55506195604465,33.88400277896121,2.094850540161133,174.32027959823608,176.42935347557068
concrete,knn,Sqeuclidean,1522.6193883199037,1593.372716603934,510.056746086513,33.49863728251368,2.0871613025665283,126.53309845924377,128.6299693584442
concrete,cluster,Sqeuclidean,1536.292023616391,1579.470920585759,487.26331836276614,31.71684229771376,2.1598947048187256,228.63044595718384,230.7997441291809
concrete,output_profiles,Sqeuclidean,1539.5479032205535,1546.742828467248,499.2070057406938,32.42555848352697,2.1366519927978516,179.7987082004547,181.94877243041992
