dataset,competence,distance,mean,median,std,cv,duration
airfoild,knn,Braycurtis,4914969.638486041,4284655.322899853,2371960.716152718,48.2599261159089,263.3918282985687
airfoild,cluster,Braycurtis,4633825.79064011,3982014.491314829,1864126.974006913,40.22868053806151,444.358380317688
airfoild,output_profiles,Braycurtis,4539915.169102492,3967343.462569571,2598571.4123481195,57.23832528927712,355.7442717552185
airfoild,knn,Canberra,2699212.466797785,2786872.5439408086,527463.4600035577,19.541383514329823,473.6145257949829
airfoild,cluster,Canberra,3273880.67866869,3039965.747518072,693486.7067535435,21.18240628841571,466.2033748626709
airfoild,output_profiles,Canberra,3114371.03950087,3077806.905349532,582403.7710283796,18.700526162153096,414.95500111579895
airfoild,knn,Chebyshev,4376222.764517212,4099157.488894757,1559875.81866987,35.64434222401739,203.37432622909543
airfoild,cluster,Chebyshev,4291705.143415524,3712308.078020621,1899856.8656295056,44.268112606578505,453.33513855934143
airfoild,output_profiles,Chebyshev,4020255.716886181,3808932.141827197,1280287.6396878727,31.84592547957365,361.8428368568421
airfoild,knn,Cityblock,4607785.121864205,4309523.734809086,1729457.939028754,37.53338954159074,216.17672085762024
airfoild,cluster,Cityblock,6436217.718173979,3944265.412039093,9792964.418185156,152.15402658820437,463.1050114631653
airfoild,output_profiles,Cityblock,3445004.253367671,3420461.638669341,741790.5352071018,21.53235469831316,339.6117932796478
airfoild,knn,Cosine,4510633.522456941,3602015.469247268,2455746.4791924874,54.44349373466375,312.8526611328125
airfoild,cluster,Cosine,6155488.740090888,3887112.971885949,8312598.955560703,135.04368713113695,462.0023288726807
airfoild,output_profiles,Cosine,3955571.914628846,3429425.046615384,2244636.1133452803,56.74618390943591,378.6535375118256
airfoild,knn,Euclidean,4604785.415221546,4040814.320035566,1601957.2285794402,34.78896591541534,250.674944639206
airfoild,cluster,Euclidean,4786267.647068229,3747575.063177446,3040491.969125007,63.525322721712485,462.2424621582031
airfoild,output_profiles,Euclidean,3637239.4722281126,3529017.8534847554,910614.0777984164,25.03585713152368,356.57672333717346
airfoild,knn,Minkowski,4224878.532629112,3901114.164334342,1441900.7548592954,34.1288097095187,248.1850266456604
airfoild,cluster,Minkowski,4536882.1342855925,3943616.7976292567,1841436.950945919,40.58815936676044,461.2479269504547
airfoild,output_profiles,Minkowski,3448438.2312400388,3364129.3251864365,689043.0272090347,19.98130692807157,353.9974150657654
airfoild,knn,Sqeuclidean,4813432.716440344,4040716.314150328,2444494.098549514,50.78483989607483,222.37915897369385
airfoild,cluster,Sqeuclidean,4957259.837708091,3977289.174063767,3522512.627934771,71.05765570608757,462.183531999588
airfoild,output_profiles,Sqeuclidean,3695387.2363487696,3717424.52290856,856061.3828006533,23.165674611315847,337.5755205154419
