dataset,competence,distance,mean,median,std,cv,fit_time,predict_time,duration
student_marks,knn,Braycurtis,1.9842568738598185,1.3527351315668437,1.4795765802230592,74.5657782374192,2.019336700439453,9.827934980392456,11.870945930480957
student_marks,cluster,Braycurtis,1.9773602073268335,1.4830143478184272,1.5489425380144686,78.33385805353407,1.065556287765503,9.537508964538574,10.614000797271729
student_marks,output_profiles,Braycurtis,2.1768869196165563,1.768406444620381,1.5332476206881662,70.43303934952382,0.9108808040618896,9.46408486366272,10.383267402648926
student_marks,knn,Canberra,1.959759756739968,1.3417347068961645,1.4825888480785734,75.65156101301102,0.901064395904541,9.951291561126709,10.861177206039429
student_marks,cluster,Canberra,2.045500191952123,1.5733983528246565,1.521672917911574,74.39123808926976,0.9225943088531494,9.171337366104126,10.102816343307495
student_marks,output_profiles,Canberra,2.2013837484486616,1.6586633033784253,1.4607205864472095,66.35465477005519,0.9469289779663086,10.25886869430542,11.214662313461304
student_marks,knn,Chebyshev,1.9613410034340064,1.425102243637264,1.6108305163548826,82.1290389348189,0.9344227313995361,9.474810361862183,10.417794942855835
student_marks,cluster,Chebyshev,2.118201692235183,1.4923830362255224,1.5994126276190774,75.50804219834866,0.8905973434448242,8.246540784835815,9.145143270492554
student_marks,output_profiles,Chebyshev,2.2456630806385585,1.5684083720000288,1.6213031153949884,72.19707753016841,0.9006447792053223,9.254185199737549,10.162657260894775
student_marks,knn,Cityblock,1.9601002493559683,1.3843911721529727,1.5239472282001718,77.74843295392144,0.9119064807891846,9.14008378982544,10.060150861740112
student_marks,cluster,Cityblock,1.976304097777512,1.3843517064909487,1.7207016595993954,87.06664432535666,0.8650903701782227,8.010805606842041,8.883537292480469
student_marks,output_profiles,Cityblock,2.3021451564659605,1.7093010629680914,1.6196436545410509,70.35367209543718,0.875002384185791,9.2525155544281,10.13534927368164
student_marks,knn,Cosine,2.7968120847961417,2.357521008775633,1.7825385596820027,63.73465594532179,0.8743774890899658,9.165257453918457,10.047655582427979
student_marks,cluster,Cosine,1.9758292491611034,1.4045044385996381,1.472791457465036,74.54042185529713,0.8931403160095215,8.055642366409302,8.956474542617798
student_marks,output_profiles,Cosine,2.7767761464005343,2.5184265480328487,1.5671471275400186,56.437647290058734,0.901191234588623,9.281613826751709,10.190609216690063
student_marks,knn,Euclidean,1.9801276275284962,1.3937027205044803,1.6531326039455227,83.48616427360727,0.9342930316925049,9.169991731643677,10.112424612045288
student_marks,cluster,Euclidean,2.169861552703161,1.5221844943711074,1.569975607009398,72.35372252453436,0.9002256393432617,8.337692499160767,9.245891332626343
student_marks,output_profiles,Euclidean,2.3823596442626744,1.6099598837431304,1.6953506388204624,71.16266609465521,0.8786406517028809,9.379079818725586,10.265670776367188
student_marks,knn,Minkowski,1.9258001462755547,1.4342023553785124,1.5014431501589756,77.96463994785367,0.909705400466919,9.2748122215271,10.193747282028198
student_marks,cluster,Minkowski,2.07061469064902,1.3397364156502314,1.5758158217168239,76.10376903212712,1.1114401817321777,9.767820596694946,10.889328479766846
student_marks,output_profiles,Minkowski,2.292283537276103,1.5023905734494387,1.8104529724508336,78.98032433641156,0.894014835357666,9.371302366256714,10.273715019226074
student_marks,knn,Sqeuclidean,1.9293250704863525,1.4743878790295963,1.5079597694209246,78.15996342393413,0.9952390193939209,9.87715196609497,10.881430625915527
student_marks,cluster,Sqeuclidean,1.9542490613248003,1.3811320295384943,1.585837720330336,81.14818892405069,0.9262912273406982,8.864678382873535,9.799283981323242
student_marks,output_profiles,Sqeuclidean,2.073112910627791,1.3648319677705398,1.6317199947040084,78.70868906073632,0.8777079582214355,9.302947759628296,10.189253330230713
