dataset,competence,distance,mean,median,std,cv,fit_time,predict_time,duration
yatch,knn,Braycurtis,0.709462712401163,0.18230782334603463,0.9747875370204226,137.3979942823595,1.0475187301635742,31.412771940231323,32.46865248680115
yatch,cluster,Braycurtis,0.6965538728110872,0.3269871056109349,0.8933233427036232,128.24899517081602,1.1289937496185303,36.81342935562134,37.95091676712036
yatch,output_profiles,Braycurtis,0.6118060847510342,0.2978766114099015,0.7915492049465561,129.37909979575733,1.0208947658538818,36.25179624557495,37.28173351287842
yatch,knn,Canberra,0.5924164189041772,0.34518874863262655,0.6688538559041582,112.90265336355316,1.0776991844177246,36.08079481124878,37.167093992233276
yatch,cluster,Canberra,0.5461463796685344,0.3371829860909734,0.6683044495275621,122.36727632126161,1.1049981117248535,35.814613342285156,36.92796301841736
yatch,output_profiles,Canberra,0.5893558973081405,0.29691803670890665,0.6720006516716058,114.02289427168573,1.0511748790740967,37.46478009223938,38.52435040473938
yatch,knn,Chebyshev,0.8347961972985768,0.41099941750946795,0.9089206016822531,108.87934140375157,0.9770879745483398,29.6785888671875,30.664048433303833
yatch,cluster,Chebyshev,0.7045521757239717,0.29496497579869435,0.908732839427259,128.98020483628184,1.0391931533813477,36.471643686294556,37.519278049468994
yatch,output_profiles,Chebyshev,0.6969410635451504,0.3022203212864279,0.8849307468692189,126.9735409717166,1.029942512512207,36.21121835708618,37.249491691589355
yatch,knn,Cityblock,0.759972525423563,0.30441133076879845,0.9328117551034342,122.74282607565858,0.983966588973999,29.599277019500732,30.59148907661438
yatch,cluster,Cityblock,0.7072198644520977,0.2952137665021904,0.8285217951881809,117.15194055388405,1.090299367904663,36.24351501464844,37.34227442741394
yatch,output_profiles,Cityblock,0.7823742788691895,0.38866861080452847,1.0577604167727874,135.198771910246,0.989454984664917,34.66079044342041,35.65850830078125
yatch,knn,Cosine,0.8806625220634489,0.3157637502428627,1.1397051441334036,129.4145164101001,1.0185537338256836,32.47249984741211,33.49946141242981
yatch,cluster,Cosine,0.7047140941641964,0.18595495728302602,0.930361245259399,132.0196733631139,1.0684363842010498,35.67055654525757,36.74738907814026
yatch,output_profiles,Cosine,0.8147295616683883,0.36073639159457616,1.0370440202819196,127.2869021909896,1.128331184387207,35.40419626235962,36.540791749954224
yatch,knn,Euclidean,0.8347953010026069,0.2589235280155996,0.9382144044286629,112.38855840489848,1.0594947338104248,30.903359413146973,31.971356868743896
yatch,cluster,Euclidean,0.6719285270256077,0.203066204704656,0.8992097023163937,133.82520106667897,1.0864882469177246,36.24487018585205,37.340102434158325
yatch,output_profiles,Euclidean,0.7133277765036566,0.34454827160390267,0.8878082820755057,124.46007450138241,0.9377679824829102,34.97392654418945,35.91983103752136
yatch,knn,Minkowski,0.7878986759835345,0.35814510958114076,0.887767051243435,112.6752815183037,0.9875273704528809,30.542999982833862,31.538782119750977
yatch,cluster,Minkowski,0.6747661322247288,0.4017629033013924,0.826526020258108,122.49073875907513,1.0360095500946045,35.77341437339783,36.817824840545654
yatch,output_profiles,Minkowski,0.7175428966904012,0.3580985528322357,0.9025246678243718,125.77989023195431,1.0603113174438477,36.79722213745117,37.86610150337219
yatch,knn,Sqeuclidean,0.7145389976358946,0.23863135891631812,0.9473207088067542,132.5778875528187,1.001002311706543,30.18399429321289,31.19347357749939
yatch,cluster,Sqeuclidean,0.7766805291734733,0.31528357207013397,0.9285473807783872,119.55332287865221,1.0874488353729248,36.576613426208496,37.67268133163452
yatch,output_profiles,Sqeuclidean,0.7059843349921544,0.24482463430827606,0.9524059938098609,134.90469215870704,0.9589662551879883,35.354517698287964,36.32176899909973
