,mean,median,std,duration
mean,1.0,0.746598008799444,0.2371251863047975,0.5611820190572732
median,0.746598008799444,1.0,0.14479639174663694,0.3764525817810587
std,0.2371251863047975,0.14479639174663694,1.0,0.16344697777306505
duration,0.5611820190572732,0.3764525817810587,0.16344697777306505,1.0
