,mean,median,std,duration
count,24.0,24.0,24.0,24.0
mean,0.32152916666666664,0.32033333333333336,0.0454375,395.8682208333333
std,0.0033669079049744887,0.0050778005052398885,0.001703656553467838,106.38856760481521
min,0.3151,0.3113,0.0427,234.0027
25%,0.3203,0.31737499999999996,0.0442,326.36654999999996
50%,0.3217,0.32015,0.0454,358.93575
75%,0.3231,0.32275,0.0463,514.5511
max,0.3282,0.3312,0.0499,538.6212
