,mean,median,std,duration
mean,1.0,0.6415329930271219,0.06150736213872702,0.4751022774592723
median,0.6415329930271219,1.0,-0.4680058394213351,0.25552528445399225
std,0.06150736213872702,-0.4680058394213351,1.0,-0.0014188288732729388
duration,0.4751022774592723,0.25552528445399225,-0.0014188288732729388,1.0
