,mean,median,std,duration
mean,1.0,0.61872707049023,-0.11516071719995162,-0.0626153696308042
median,0.61872707049023,1.0,-0.3459156243057335,-0.5145520466832322
std,-0.11516071719995162,-0.3459156243057335,1.0,0.21240623853925683
duration,-0.0626153696308042,-0.5145520466832322,0.21240623853925683,1.0
