,mean,median,std,duration
count,24.0,24.0,24.0,24.0
mean,9.678220833333334,8.301575,4.2090958333333335,43.808729166666666
std,0.15402089632132135,0.20183282201732772,0.11706341083274954,4.899577583343208
min,9.3011,7.9438,4.0179,35.7613
25%,9.586225,8.159775,4.135575,39.4775
50%,9.663,8.2775,4.188599999999999,44.65835
75%,9.753225,8.4597,4.3127,47.676100000000005
max,10.0325,8.6559,4.4304,50.3925
