,mean,median,std,duration
mean,1.0,0.5775593930807211,0.9743955452641003,-0.2693192225296457
median,0.5775593930807211,1.0,0.4474216903925789,-0.2700699746392293
std,0.9743955452641003,0.4474216903925789,1.0,-0.20112808069177612
duration,-0.2693192225296457,-0.2700699746392293,-0.20112808069177612,1.0
