,mean,median,std,duration
mean,1.0,0.8427437295849924,0.9066061660289961,0.21055095856486203
median,0.8427437295849924,1.0,0.6269996977518345,0.5246220056927746
std,0.9066061660289961,0.6269996977518345,1.0,-0.061913908140387997
duration,0.21055095856486203,0.5246220056927746,-0.061913908140387997,1.0
