,mean,median,std,duration
count,24.0,24.0,24.0,24.0
mean,1.9437541666666667,0.7558541666666666,3.0091541666666664,176.55185416666666
std,0.11256619300647516,0.08853665406100934,0.17853930508474858,35.15073667170377
min,1.7486,0.5827,2.7625,120.3626
25%,1.85545,0.6803750000000001,2.878475,150.894275
50%,1.92165,0.75295,2.9538,178.26184999999998
75%,2.037075,0.8274,3.1599,211.13875000000002
max,2.1433,0.9361,3.3243,226.381
