,mean,median,std,duration
mean,1.0,0.6185068808021683,0.48244755353282903,-0.04689814126736101
median,0.6185068808021683,1.0,0.15982129421089677,-0.21824364617861838
std,0.48244755353282903,0.15982129421089677,1.0,-0.1884980164784759
duration,-0.04689814126736101,-0.21824364617861838,-0.1884980164784759,1.0
