,mean,median,std,duration
mean,1.0,0.3471854146823676,0.831513237782737,0.456118816816646
median,0.3471854146823676,1.0,0.1719342557509884,0.06432848606546866
std,0.831513237782737,0.1719342557509884,1.0,0.4238177247101744
duration,0.456118816816646,0.06432848606546866,0.4238177247101744,1.0
