,mean,median,std,duration
mean,1.0,0.7313087808078118,0.8776726315428892,0.015527127169816227
median,0.7313087808078118,1.0,0.35083870702054604,-0.47488755821949874
std,0.8776726315428892,0.35083870702054604,1.0,0.2960074763239372
duration,0.015527127169816227,-0.47488755821949874,0.2960074763239372,1.0
