,mean,median,std,duration
mean,1.0,0.6186765509942791,-0.11513315669564708,-0.062498975511850546
median,0.6186765509942791,1.0,-0.3460048339782159,-0.514545940057917
std,-0.11513315669564708,-0.3460048339782159,1.0,0.2124034032613968
duration,-0.062498975511850546,-0.514545940057917,0.2124034032613968,1.0
