,mean,median,std,duration
count,24.0,24.0,24.0,24.0
mean,9.678170833333333,8.301525,4.2090375,43.80869583333333
std,0.1540225688690282,0.20184195765391605,0.11707715706542302,4.899567156789968
min,9.301,7.9437,4.0178,35.7613
25%,9.586225,8.159749999999999,4.1354750000000005,39.4775
50%,9.662949999999999,8.2774,4.1884999999999994,44.6583
75%,9.75315,8.4597,4.312625,47.676
max,10.0325,8.6558,4.4304,50.3924
