,mean,median,std,duration
count,24.0,24.0,24.0,24.0
mean,23.802691666666664,21.077158333333333,8.0217125,206.30136666666667
std,0.6593631485506806,0.8710048309738071,0.34919567494769166,48.549371432618145
min,22.5057,19.5272,7.4571,128.8017
25%,23.294400000000003,20.331825,7.768924999999999,171.118075
50%,23.893500000000003,20.8842,8.0413,206.13465000000002
75%,24.311175,21.7489,8.24095,248.70589999999999
max,24.8892,22.4871,8.7737,271.401
