,mean,median,std,duration
mean,1.0,0.9672179255836196,0.47646838847854617,0.23488210260327547
median,0.9672179255836196,1.0,0.39884766324229,0.13724507604864591
std,0.47646838847854617,0.39884766324229,1.0,0.09743395958357617
duration,0.23488210260327547,0.13724507604864591,0.09743395958357617,1.0
