,mean,median,std,duration
mean,1.0,0.8224761801510322,0.2859488780502585,0.6031543859169407
median,0.8224761801510322,1.0,0.09149067484888598,0.4294498633094435
std,0.2859488780502585,0.09149067484888598,1.0,0.520889105797861
duration,0.6031543859169407,0.4294498633094435,0.520889105797861,1.0
